pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
1830053,1529284215.612566,e,tcp,192.168.100.150,36864,192.168.100.3,22,28,5204,RST,1529284218.216397,125,2.603831,2.603831,0.0,,,2.603831,2.603831,2.603831,,,,,13,15,1666,3538,10.369336,4.608594,5.376693,1,Theft,Data_Exfiltration
1830054,1529284215.612568,e,tcp,192.168.100.150,36862,192.168.100.3,22,29,5270,RST,1529284218.223861,126,2.611293,2.611293,0.0,,,2.611293,2.611293,2.611293,,,,,14,15,1732,3538,10.722657,4.978376,5.361329,1,Theft,Data_Exfiltration
1830055,1529284215.612597,e,tcp,192.168.100.150,36866,192.168.100.3,22,29,5244,FIN,1529284218.392072,127,2.779475,2.779475,0.0,,,2.779475,2.779475,2.779475,,,,,14,15,1738,3506,10.073845,4.677142,5.036922,1,Theft,Data_Exfiltration
1830056,1529284215.612636,e,tcp,192.168.100.150,36868,192.168.100.3,22,6,434,RST,1529284215.615208,128,0.002572,0.002572,0.0,,,0.002572,0.002572,0.002572,,,,,3,3,228,206,1944.012451,777.60498,777.60498,1,Theft,Data_Exfiltration
1830057,1529284215.612716,e,tcp,192.168.100.150,36870,192.168.100.3,22,6,434,RST,1529284215.615228,129,0.002512,0.002512,0.0,,,0.002512,0.002512,0.002512,,,,,3,3,228,206,1990.445801,796.178345,796.178345,1,Theft,Data_Exfiltration
1830058,1529284215.612717,e,tcp,192.168.100.150,36872,192.168.100.3,22,29,5270,RST,1529284218.213264,130,2.600547,2.600547,0.0,,,2.600547,2.600547,2.600547,,,,,14,15,1732,3538,10.766965,4.998948,5.383482,1,Theft,Data_Exfiltration
1830059,1529284215.612788,e,tcp,192.168.100.150,36874,192.168.100.3,22,30,5336,RST,1529284218.234965,131,2.622177,2.622177,0.0,,,2.622177,2.622177,2.622177,,,,,14,16,1732,3604,11.059513,4.957713,5.720438,1,Theft,Data_Exfiltration
1830060,1529284215.612916,e,tcp,192.168.100.150,36876,192.168.100.3,22,29,5270,RST,1529284218.234053,132,2.621137,2.621137,0.0,,,2.621137,2.621137,2.621137,,,,,14,15,1732,3538,10.682387,4.95968,5.341194,1,Theft,Data_Exfiltration
1830061,1529284215.613066,e,tcp,192.168.100.150,36878,192.168.100.3,22,30,5336,RST,1529284218.234547,133,2.621481,2.621481,0.0,,,2.621481,2.621481,2.621481,,,,,14,16,1732,3604,11.062449,4.959029,5.721957,1,Theft,Data_Exfiltration
1830062,1529284215.628248,e,tcp,192.168.100.150,36880,192.168.100.3,22,6,434,RST,1529284215.632748,134,0.0045,0.0045,0.0,,,0.0045,0.0045,0.0045,,,,,3,3,228,206,1111.111206,444.444458,444.444458,1,Theft,Data_Exfiltration
1830063,1529284215.62828,e,tcp,192.168.100.150,36882,192.168.100.3,22,27,5138,RST,1529284218.237224,135,2.608944,2.608944,0.0,,,2.608944,2.608944,2.608944,,,,,13,14,1666,3472,9.965718,4.599562,4.982859,1,Theft,Data_Exfiltration
1830064,1529284215.638987,e,tcp,192.168.100.150,36884,192.168.100.3,22,6,434,RST,1529284215.644662,136,0.005675,0.005675,0.0,,,0.005675,0.005675,0.005675,,,,,3,3,228,206,881.057251,352.422913,352.422913,1,Theft,Data_Exfiltration
1830065,1529284215.639134,e,tcp,192.168.100.150,36886,192.168.100.3,22,6,434,RST,1529284215.647446,137,0.008312,0.008312,0.0,,,0.008312,0.008312,0.008312,,,,,3,3,228,206,601.539917,240.615982,240.615982,1,Theft,Data_Exfiltration
1830066,1529284215.657017,e,tcp,192.168.100.150,36888,192.168.100.3,22,27,5138,RST,1529284218.236846,138,2.579829,2.579829,0.0,,,2.579829,2.579829,2.579829,,,,,13,14,1666,3472,10.078187,4.651471,5.039093,1,Theft,Data_Exfiltration
1830067,1529284215.657651,e,tcp,192.168.100.150,36890,192.168.100.3,22,27,5138,RST,1529284218.232867,139,2.575216,2.575216,0.0,,,2.575216,2.575216,2.575216,,,,,13,14,1666,3472,10.09624,4.659803,5.04812,1,Theft,Data_Exfiltration
1830068,1529284215.668241,e,tcp,192.168.100.150,36892,192.168.100.3,22,28,5204,RST,1529284218.237566,140,2.569325,2.569325,0.0,,,2.569325,2.569325,2.569325,,,,,14,14,1732,3472,10.508596,5.059695,5.059695,1,Theft,Data_Exfiltration
1830069,1529284215.720973,e,tcp,192.168.100.150,36894,192.168.100.3,22,27,5138,RST,1529284218.237945,141,2.516972,2.516972,0.0,,,2.516972,2.516972,2.516972,,,,,13,14,1666,3472,10.329872,4.767633,5.164936,1,Theft,Data_Exfiltration
1830070,1529284212.215529,e,tcp,192.168.100.149,33495,192.168.100.6,445,39,66553,RST,1529284222.287927,96,10.072398,0.03156,0.03111,,,0.063119,0.000449,0.06267,,,,,17,22,64771,1782,3.772686,1.5885,2.084906,1,Theft,Data_Exfiltration
1830071,1529284228.03846,e,tcp,192.168.100.150,46307,192.168.100.3,22,68,11618,CON,1529284256.480264,142,28.441805,1.475531,0.837133,,,4.426592,0.736925,2.646104,,,,,32,36,5302,6316,2.355687,1.089945,1.230583,1,Theft,Data_Exfiltration
1830072,1529284253.970118,e s,tcp,192.168.100.3,50032,192.168.100.150,4433,102000,416783392,CON,1529284808.048686,143,554.078552,4.61626,0.856792,,,198.499176,0.509618,4.999951,,,,,82836,19164,414580857,2202535,184.087616,149.500458,34.58535,1,Theft,Data_Exfiltration
1830077,1529283907.8517,e s,tcp,192.168.100.6,49160,192.168.100.149,4444,18748,475554313,RST,1529284704.407075,9,796.555359,2.494226,2.068144,,,271.870667,0.498979,4.998679,,,,,10036,8712,474734399,819914,23.535088,12.597995,10.935838,1,Theft,Data_Exfiltration
1830082,1529284271.052703,e d,tcp,192.168.100.150,4433,192.168.100.3,50032,148354,769977917,CON,1529285302.662803,10,1031.610107,4.295446,1.3706,,,373.703827,0.000156,4.999312,,,,,30186,118168,2152147,767825770,143.807236,29.260086,114.546181,1,Theft,Data_Exfiltration
1830083,1529284261.804524,e d,tcp,192.168.100.149,4444,192.168.100.6,49160,29924,819121948,CON,1529285354.986683,1,1093.182129,4.318206,1.311347,,,410.229553,0.051552,4.999969,,,,,13871,16053,998898,818123050,27.372383,12.68773,14.683738,1,Theft,Data_Exfiltration
1830095,1529285007.222497,e,arp,192.168.100.3,,192.168.100.150,,12,720,CON,1529285307.671629,14,300.449127,0.000115,5.7e-05,,,0.00069,2.9e-05,0.000185,,,,,6,6,360,360,0.036612,0.016642,0.016642,1,Theft,Data_Exfiltration
1830096,1529285007.412321,e,arp,192.168.100.150,,192.168.100.3,,12,720,CON,1529285307.702385,15,300.29007,3.4e-05,2.5e-05,,,0.000204,3e-06,6.8e-05,,,,,6,6,360,360,0.036631,0.016651,0.016651,1,Theft,Data_Exfiltration
1830104,1528088521.71201,e,tcp,192.168.100.147,49960,192.168.100.7,80,8,1980,RST,1528088528.768403,9,7.056393,0.068909,0.068909,,,0.137818,0.0,0.137818,,,,,5,3,650,1330,0.992008,0.566862,14.511893,1,DoS,HTTP
1830105,1528088521.719823,e,arp,192.168.100.7,,192.168.100.147,,2,120,CON,1528088521.719954,10,0.000131,0.000131,0.0,,,0.000131,0.000131,0.000131,,,,,1,1,60,60,7633.588379,0.0,0.0,1,DoS,HTTP
1830106,1528088521.720598,e,tcp,192.168.100.147,49962,192.168.100.7,80,8,2126,RST,1528088528.76845,11,7.047852,0.064494,0.064494,,,0.128988,0.0,0.128988,,,,,5,3,796,1330,0.99321,0.567549,15.505319,1,DoS,HTTP
1830107,1528088521.720883,e,tcp,192.168.100.147,49964,192.168.100.7,80,8,2024,RST,1528088528.768475,12,7.047592,0.064189,0.064189,,,0.128378,0.0,0.128378,,,,,5,3,694,1330,0.993247,0.56757,15.578993,1,DoS,HTTP
1830108,1528088521.721658,e,tcp,192.168.100.147,49966,192.168.100.7,80,8,2319,RST,1528088528.768499,13,7.046841,0.063887,0.063887,,,0.127774,0.0,0.127774,,,,,5,3,989,1330,0.993353,0.56763,15.652637,1,DoS,HTTP
1830109,1528088521.721928,e,tcp,192.168.100.147,49968,192.168.100.7,80,8,1983,RST,1528088528.768524,14,7.046596,0.063579,0.063579,,,0.127157,0.0,0.127157,,,,,5,3,653,1330,0.993387,0.56765,15.728587,1,DoS,HTTP
1830110,1528088521.722177,e,tcp,192.168.100.147,49970,192.168.100.7,80,8,1978,RST,1528088528.768546,15,7.046369,0.06306,0.06306,,,0.126119,0.0,0.126119,,,,,5,3,648,1330,0.993419,0.567668,15.858039,1,DoS,HTTP
1830111,1528088521.722492,e,tcp,192.168.100.147,49972,192.168.100.7,80,8,2021,RST,1528088528.768569,16,7.046077,0.062963,0.062963,,,0.125926,0.0,0.125926,,,,,5,3,691,1330,0.993461,0.567692,15.882343,1,DoS,HTTP
1830112,1528088521.722748,e,tcp,192.168.100.147,49974,192.168.100.7,80,8,1996,RST,1528088528.768591,17,7.045843,0.062906,0.062906,,,0.125812,0.0,0.125812,,,,,5,3,666,1330,0.993494,0.567711,15.896735,1,DoS,HTTP
1830113,1528088521.726499,e,tcp,192.168.100.147,49976,192.168.100.7,80,8,2038,RST,1528088528.768615,18,7.042116,0.061111,0.061111,,,0.122221,0.0,0.122221,,,,,5,3,708,1330,0.994019,0.568011,16.3638,1,DoS,HTTP
1830114,1528088521.727322,e,tcp,192.168.100.147,49978,192.168.100.7,80,8,2300,RST,1528088528.768638,19,7.041316,0.060784,0.060784,,,0.121568,0.0,0.121568,,,,,5,3,970,1330,0.994132,0.568076,16.451698,1,DoS,HTTP
1830115,1528088521.728034,e,tcp,192.168.100.147,49980,192.168.100.7,80,8,2049,RST,1528088528.768659,20,7.040625,0.199734,0.199734,,,0.399468,0.0,0.399468,,,,,5,3,719,1330,0.99423,0.568131,5.006659,1,DoS,HTTP
1830116,1528088521.728393,e,tcp,192.168.100.147,49982,192.168.100.7,80,8,2014,RST,1528088528.768682,21,7.040289,0.714818,0.714818,,,1.429635,0.0,1.429635,,,,,5,3,684,1330,0.994277,0.568159,1.398958,1,DoS,HTTP
1830117,1528088521.728749,e,tcp,192.168.100.147,49984,192.168.100.7,80,8,1953,RST,1528088528.768707,22,7.039958,0.714741,0.714741,,,1.429481,0.0,1.429481,,,,,5,3,623,1330,0.994324,0.568185,1.399109,1,DoS,HTTP
1830118,1528088521.729098,e,tcp,192.168.100.147,49986,192.168.100.7,80,8,1959,RST,1528088528.768726,23,7.039628,1.228209,1.228209,,,2.456418,0.0,2.456418,,,,,5,3,629,1330,0.994371,0.568212,0.814194,1,DoS,HTTP
1830119,1528088521.729785,e,tcp,192.168.100.147,49988,192.168.100.7,80,8,2172,RST,1528088528.76875,24,7.038965,1.232485,1.232485,,,2.46497,0.0,2.46497,,,,,5,3,842,1330,0.994464,0.568265,0.811369,1,DoS,HTTP
1830120,1528088521.730328,e,tcp,192.168.100.147,49990,192.168.100.7,80,10,2264,RST,1528088528.768773,25,7.038445,1.237011,1.237011,,,2.474022,0.0,2.474022,,,,,6,4,849,1415,1.278692,0.710384,1.2126,1,DoS,HTTP
1830121,1528088521.731161,e,tcp,192.168.100.147,49992,192.168.100.7,80,8,2355,RST,1528088528.768794,26,7.037633,1.237327,1.237327,,,2.474653,0.0,2.474653,,,,,5,3,1025,1330,0.994653,0.568373,0.808194,1,DoS,HTTP
1830122,1528088521.731635,e,tcp,192.168.100.147,49994,192.168.100.7,80,8,2109,RST,1528088528.768817,27,7.037182,1.751083,1.751083,,,3.502166,0.0,3.502166,,,,,5,3,779,1330,0.994716,0.568409,0.571075,1,DoS,HTTP
1830123,1528088521.7325,e,tcp,192.168.100.147,49996,192.168.100.7,80,8,2332,RST,1528088528.768841,28,7.036341,1.755295,1.755295,,,3.51059,0.0,3.51059,,,,,5,3,1002,1330,0.994835,0.568477,0.569705,1,DoS,HTTP
1830124,1528088521.733093,e,tcp,192.168.100.147,49998,192.168.100.7,80,8,2096,RST,1528088528.768863,29,7.03577,1.759441,1.759441,,,3.518883,0.0,3.518883,,,,,5,3,766,1330,0.994916,0.568523,0.568362,1,DoS,HTTP
1830125,1528088521.733597,e,tcp,192.168.100.147,50000,192.168.100.7,80,8,2065,RST,1528088528.768885,30,7.035288,1.759272,1.759272,,,3.518543,0.0,3.518543,,,,,5,3,735,1330,0.994984,0.568562,0.568417,1,DoS,HTTP
1830126,1528088521.741149,e,tcp,192.168.100.147,50002,192.168.100.7,80,8,2045,RST,1528088528.768906,31,7.027757,1.764084,1.764084,,,3.528169,0.0,3.528169,,,,,5,3,715,1330,0.99605,0.569172,0.566866,1,DoS,HTTP
1830127,1528088521.741588,e,tcp,192.168.100.147,50004,192.168.100.7,80,8,1964,RST,1528088528.768929,32,7.027341,1.768135,1.768135,,,3.53627,0.0,3.53627,,,,,5,3,634,1330,0.996109,0.569205,0.565568,1,DoS,HTTP
1830128,1528088521.742061,e,tcp,192.168.100.147,50006,192.168.100.7,80,8,2056,RST,1528088528.768952,33,7.026891,1.770982,1.770982,,,3.541963,0.0,3.541963,,,,,5,3,726,1330,0.996173,0.569242,0.564659,1,DoS,HTTP
1830129,1528088521.742433,e,tcp,192.168.100.147,50008,192.168.100.7,80,8,2080,RST,1528088528.768973,34,7.02654,1.772235,1.772235,,,3.544469,0.0,3.544469,,,,,5,3,750,1330,0.996223,0.56927,0.564259,1,DoS,HTTP
1830130,1528088521.742879,e,tcp,192.168.100.147,50010,192.168.100.7,80,8,2107,RST,1528088528.768995,35,7.026116,2.287254,2.287254,,,4.574508,0.0,4.574508,,,,,5,3,777,1330,0.996283,0.569305,0.437205,1,DoS,HTTP
1830131,1528088521.743663,e,tcp,192.168.100.147,50012,192.168.100.7,80,8,2251,RST,1528088528.769016,36,7.025353,2.290204,2.290204,,,4.580407,0.0,4.580407,,,,,5,3,921,1330,0.996391,0.569366,0.436642,1,DoS,HTTP
1830132,1528088521.743949,e,tcp,192.168.100.147,50014,192.168.100.7,80,8,1906,RST,1528088528.76904,37,7.025091,2.295114,2.295114,,,4.590228,0.0,4.590228,,,,,5,3,576,1330,0.996428,0.569388,0.435708,1,DoS,HTTP
1830133,1528088521.744776,e,tcp,192.168.100.147,50016,192.168.100.7,80,8,2284,RST,1528088528.769063,38,7.024287,2.299771,2.299771,,,4.599541,0.0,4.599541,,,,,5,3,954,1330,0.996542,0.569453,0.434826,1,DoS,HTTP
1830134,1528088521.745251,e,tcp,192.168.100.147,50018,192.168.100.7,80,8,2085,RST,1528088528.769107,39,7.023856,2.301371,2.301371,,,4.602742,0.0,4.602742,,,,,5,3,755,1330,0.996604,0.569488,0.434524,1,DoS,HTTP
1830135,1528088521.745636,e,tcp,192.168.100.147,50020,192.168.100.7,80,8,2004,RST,1528088528.769128,40,7.023492,2.311155,2.311155,,,4.622309,0.0,4.622309,,,,,5,3,674,1330,0.996655,0.569517,0.432684,1,DoS,HTTP
1830136,1528088521.746063,e,tcp,192.168.100.147,50022,192.168.100.7,80,8,2052,RST,1528088528.769152,41,7.023089,2.314272,2.314272,,,4.628544,0.0,4.628544,,,,,5,3,722,1330,0.996712,0.56955,0.432101,1,DoS,HTTP
1830137,1528088521.74657,e,tcp,192.168.100.147,50024,192.168.100.7,80,8,2138,RST,1528088528.769173,42,7.022603,2.319012,2.319012,,,4.638025,0.0,4.638025,,,,,5,3,808,1330,0.996781,0.569589,0.431218,1,DoS,HTTP
1830138,1528088521.747164,e,tcp,192.168.100.147,50026,192.168.100.7,80,8,2217,RST,1528088528.769196,43,7.022032,2.323793,2.323793,,,4.647586,0.0,4.647586,,,,,5,3,887,1330,0.996862,0.569636,0.430331,1,DoS,HTTP
1830139,1528088521.747705,e,tcp,192.168.100.147,50028,192.168.100.7,80,8,2173,RST,1528088528.769218,44,7.021513,2.325381,2.325381,,,4.650762,0.0,4.650762,,,,,5,3,843,1330,0.996936,0.569678,0.430037,1,DoS,HTTP
1830140,1528088521.748228,e,tcp,192.168.100.147,50030,192.168.100.7,80,8,2115,RST,1528088528.769241,45,7.021013,2.335138,2.335138,,,4.670276,0.0,4.670276,,,,,5,3,785,1330,0.997007,0.569718,0.42824,1,DoS,HTTP
1830141,1528088521.748636,e,tcp,192.168.100.147,50032,192.168.100.7,80,8,2014,RST,1528088528.769263,46,7.020627,2.338222,2.338222,,,4.676443,0.0,4.676443,,,,,5,3,684,1330,0.997062,0.56975,0.427675,1,DoS,HTTP
1830142,1528088521.74928,e,tcp,192.168.100.147,50034,192.168.100.7,80,8,2205,RST,1528088528.769292,47,7.020012,2.342937,2.342937,,,4.685874,0.0,4.685874,,,,,5,3,875,1330,0.997149,0.5698,0.426815,1,DoS,HTTP
1830143,1528088521.749922,e,tcp,192.168.100.147,50036,192.168.100.7,80,8,2157,RST,1528088528.769318,48,7.019396,2.34764,2.34764,,,4.695279,0.0,4.695279,,,,,5,3,827,1330,0.997237,0.56985,0.42596,1,DoS,HTTP
1830144,1528088521.750466,e,tcp,192.168.100.147,50038,192.168.100.7,80,8,2071,RST,1528088528.769339,49,7.018873,2.3492,2.3492,,,4.698401,0.0,4.698401,,,,,5,3,741,1330,0.997311,0.569892,0.425677,1,DoS,HTTP
1830145,1528088521.751073,e,tcp,192.168.100.147,50040,192.168.100.7,80,8,2183,RST,1528088528.769361,50,7.018288,2.353919,2.353919,,,4.707837,0.0,4.707837,,,,,5,3,853,1330,0.997394,0.56994,0.424824,1,DoS,HTTP
1830146,1528088521.751517,e,tcp,192.168.100.147,50042,192.168.100.7,80,8,2077,RST,1528088528.769397,51,7.01788,0.643642,0.643516,,,1.287284,0.000126,1.287158,,,,,5,3,747,1330,0.997452,0.569973,0.348996,1,DoS,HTTP
1830147,1528088521.75186,e,tcp,192.168.100.147,50044,192.168.100.7,80,8,2024,RST,1528088528.769419,52,7.017559,0.639533,0.6394,,,1.279066,0.000133,1.278933,,,,,5,3,694,1330,0.997498,0.569999,0.348515,1,DoS,HTTP
1830148,1528088521.752359,e,tcp,192.168.100.147,50046,192.168.100.7,80,8,2121,RST,1528088528.769441,53,7.017082,0.637162,0.637028,,,1.274324,0.000134,1.27419,,,,,5,3,791,1330,0.997566,0.570037,0.348257,1,DoS,HTTP
1830149,1528088521.752881,e,tcp,192.168.100.147,50048,192.168.100.7,80,8,2152,RST,1528088528.76947,54,7.016589,0.632123,0.631981,,,1.264245,0.000142,1.264103,,,,,5,3,822,1330,0.997636,0.570078,0.347676,1,DoS,HTTP
1830150,1528088521.753333,e,tcp,192.168.100.147,50050,192.168.100.7,80,8,2087,RST,1528088528.769493,55,7.01616,0.631178,0.631045,,,1.262357,0.000133,1.262224,,,,,5,3,757,1330,0.997697,0.570112,0.347588,1,DoS,HTTP
1830151,1528088521.75384,e,tcp,192.168.100.147,50052,192.168.100.7,80,8,2147,RST,1528088528.769516,56,7.015676,0.622872,0.622744,,,1.245744,0.000128,1.245616,,,,,5,3,817,1330,0.997766,0.570152,0.346617,1,DoS,HTTP
1830152,1528088521.754429,e,tcp,192.168.100.147,50054,192.168.100.7,80,8,2098,RST,1528088528.769539,57,7.01511,0.618666,0.618514,,,1.237333,0.000153,1.23718,,,,,5,3,768,1330,0.997846,0.570198,0.346145,1,DoS,HTTP
1830153,1528088521.754873,e,tcp,192.168.100.147,50056,192.168.100.7,80,8,2017,RST,1528088528.76956,58,7.014687,0.614326,0.614205,,,1.228652,0.000121,1.228531,,,,,5,3,687,1330,0.997906,0.570232,0.345653,1,DoS,HTTP
1830154,1528088521.755498,e,tcp,192.168.100.147,50058,192.168.100.7,80,8,2204,RST,1528088528.769583,59,7.014085,0.611972,0.611834,,,1.223944,0.000138,1.223806,,,,,5,3,874,1330,0.997992,0.570281,0.345407,1,DoS,HTTP
1830155,1528088521.755966,e,tcp,192.168.100.147,50060,192.168.100.7,80,8,2071,RST,1528088528.769609,60,7.013643,0.610124,0.609618,,,1.220248,0.000506,1.219742,,,,,5,3,741,1330,0.998055,0.570317,0.345191,1,DoS,HTTP
1830156,1528088521.756474,e,tcp,192.168.100.147,50062,192.168.100.7,80,8,2103,RST,1528088528.769633,61,7.013159,0.602019,0.601898,,,1.204038,0.000121,1.203917,,,,,5,3,773,1330,0.998124,0.570356,0.344279,1,DoS,HTTP
1830157,1528088521.757181,e,tcp,192.168.100.147,50064,192.168.100.7,80,8,2240,RST,1528088528.769657,62,7.012476,0.597541,0.597412,,,1.195082,0.000129,1.194953,,,,,5,3,910,1330,0.998221,0.570412,0.343789,1,DoS,HTTP
1830158,1528088521.757703,e,tcp,192.168.100.147,50066,192.168.100.7,80,8,2133,RST,1528088528.76968,63,7.011977,0.592997,0.592853,,,1.185994,0.000144,1.18585,,,,,5,3,803,1330,0.998292,0.570453,0.343281,1,DoS,HTTP
1830159,1528088521.758203,e,tcp,192.168.100.147,50068,192.168.100.7,80,8,2133,RST,1528088528.769702,64,7.011499,0.591847,0.591716,,,1.183695,0.000132,1.183563,,,,,5,3,803,1330,0.99836,0.570491,0.343175,1,DoS,HTTP
1830160,1528088521.758729,e,tcp,192.168.100.147,50070,192.168.100.7,80,8,2117,RST,1528088528.769726,65,7.010997,0.58853,0.588406,,,1.17706,0.000124,1.176936,,,,,5,3,787,1330,0.998432,0.570532,0.342814,1,DoS,HTTP
1830161,1528088521.759574,e,tcp,192.168.100.147,50072,192.168.100.7,80,8,2354,RST,1528088528.769748,66,7.010174,0.580131,0.579998,,,1.160262,0.000133,1.160129,,,,,5,3,1024,1330,0.998549,0.570599,0.341878,1,DoS,HTTP
1830162,1528088521.760205,e,tcp,192.168.100.147,50074,192.168.100.7,80,8,2134,RST,1528088528.769769,67,7.009564,0.576744,0.576582,,,1.153489,0.000163,1.153326,,,,,5,3,804,1330,0.998636,0.570649,0.341516,1,DoS,HTTP
1830163,1528088521.760627,e,tcp,192.168.100.147,50076,192.168.100.7,80,8,2035,RST,1528088528.769812,68,7.009185,0.571947,0.571797,,,1.143895,0.00015,1.143745,,,,,5,3,705,1330,0.99869,0.57068,0.34098,1,DoS,HTTP
1830164,1528088521.761099,e,tcp,192.168.100.147,50078,192.168.100.7,80,8,2062,RST,1528088528.769831,69,7.008732,0.56777,0.567639,,,1.135539,0.000131,1.135408,,,,,5,3,732,1330,0.998754,0.570717,0.340523,1,DoS,HTTP
1830165,1528088521.761463,e,tcp,192.168.100.147,50080,192.168.100.7,80,8,2037,RST,1528088528.769852,70,7.008389,0.567757,0.567639,,,1.135515,0.000118,1.135397,,,,,5,3,707,1330,0.998803,0.570745,0.340542,1,DoS,HTTP
1830166,1528088521.761829,e,tcp,192.168.100.147,50082,192.168.100.7,80,8,2053,RST,1528088528.769875,71,7.008046,0.559378,0.55924,,,1.118755,0.000138,1.118617,,,,,5,3,723,1330,0.998852,0.570772,0.339592,1,DoS,HTTP
1830167,1528088521.762202,e,tcp,192.168.100.147,50084,192.168.100.7,80,8,2080,RST,1528088528.769909,72,7.007707,0.556622,0.556507,,,1.113244,0.000115,1.113129,,,,,5,3,750,1330,0.9989,0.5708,0.339295,1,DoS,HTTP
1830168,1528088521.76258,e,tcp,192.168.100.147,50086,192.168.100.7,80,8,2072,RST,1528088528.769936,73,7.007356,0.551571,0.551455,,,1.103142,0.000116,1.103026,,,,,5,3,742,1330,0.99895,0.570829,0.338734,1,DoS,HTTP
1830169,1528088521.762863,e,tcp,192.168.100.147,50088,192.168.100.7,80,8,2023,RST,1528088528.769957,74,7.007094,0.546975,0.546862,,,1.09395,0.000113,1.093837,,,,,5,3,693,1330,0.998988,0.57085,0.338223,1,DoS,HTTP
1830170,1528088521.763205,e,tcp,192.168.100.147,50090,192.168.100.7,80,8,2047,RST,1528088528.769979,75,7.006774,0.54691,0.546786,,,1.09382,0.000124,1.093696,,,,,5,3,717,1330,0.999033,0.570876,0.338233,1,DoS,HTTP
1830171,1528088521.76355,e,tcp,192.168.100.147,50092,192.168.100.7,80,8,2056,RST,1528088528.77,76,7.00645,0.538558,0.538405,,,1.077116,0.000153,1.076963,,,,,5,3,726,1330,0.999079,0.570903,0.337297,1,DoS,HTTP
1830172,1528088521.763875,e,tcp,192.168.100.147,50094,192.168.100.7,80,8,2009,RST,1528088528.770024,77,7.006149,0.53407,0.533936,,,1.068141,0.000135,1.068006,,,,,5,3,679,1330,0.999122,0.570927,0.336806,1,DoS,HTTP
1830173,1528088521.764416,e,tcp,192.168.100.147,50096,192.168.100.7,80,8,2088,RST,1528088528.770046,78,7.00563,0.53145,0.531333,,,1.0629,0.000117,1.062783,,,,,5,3,758,1330,0.999196,0.570969,0.336539,1,DoS,HTTP
1830174,1528088521.764795,e,tcp,192.168.100.147,50098,192.168.100.7,80,8,2079,RST,1528088528.77007,79,7.005275,0.52641,0.526286,,,1.052821,0.000124,1.052697,,,,,5,3,749,1330,0.999247,0.570998,0.335989,1,DoS,HTTP
1830175,1528088521.76515,e,tcp,192.168.100.147,50100,192.168.100.7,80,8,2048,RST,1528088528.770092,80,7.004942,0.525279,0.525156,,,1.050558,0.000123,1.050435,,,,,5,3,718,1330,0.999295,0.571025,0.33588,1,DoS,HTTP
1830176,1528088521.765611,e,tcp,192.168.100.147,50102,192.168.100.7,80,8,2108,RST,1528088528.770116,81,7.004505,0.516775,0.516644,,,1.033551,0.000131,1.03342,,,,,5,3,778,1330,0.999357,0.571061,0.334947,1,DoS,HTTP
1830177,1528088521.765956,e,tcp,192.168.100.147,50104,192.168.100.7,80,8,1960,RST,1528088528.770137,82,7.004181,0.516708,0.516582,,,1.033416,0.000126,1.03329,,,,,5,3,630,1330,0.999403,0.571087,0.334958,1,DoS,HTTP
1830178,1528088521.76635,e,tcp,192.168.100.147,50106,192.168.100.7,80,8,2105,RST,1528088528.770158,83,7.003808,0.004871,0.004755,,,0.009742,0.000116,0.009626,,,,,5,3,775,1330,0.999456,0.571118,0.285559,1,DoS,HTTP
1830179,1528088521.766723,e,tcp,192.168.100.147,50108,192.168.100.7,80,8,2112,RST,1528088528.770178,84,7.003455,0.001397,0.001279,,,0.002793,0.000118,0.002675,,,,,5,3,782,1330,0.999507,0.571147,0.285573,1,DoS,HTTP
1830180,1528088521.925853,e,tcp,192.168.100.148,55062,192.168.100.6,80,2,134,RST,1528088521.926211,85,0.000358,0.000358,0.0,,,0.000358,0.000358,0.000358,,,,,1,1,74,60,2793.296143,0.0,0.0,1,DoS,HTTP
1830181,1528088521.926081,e,arp,192.168.100.6,,192.168.100.148,,2,120,CON,1528088521.926208,86,0.000127,0.000127,0.0,,,0.000127,0.000127,0.000127,,,,,1,1,60,60,7874.015137,0.0,0.0,1,DoS,HTTP
1830182,1528088522.018887,e,tcp,192.168.100.148,51832,192.168.100.7,80,8,2241,RST,1528088529.484329,87,7.465442,0.024617,0.015697,,,0.049235,0.00892,0.040315,,,,,5,3,911,1330,0.937654,0.535802,0.267901,1,DoS,HTTP
1830183,1528088522.02265,e,arp,192.168.100.7,,192.168.100.148,,4,240,CON,1528090077.706589,88,1555.68396,0.000135,4.1e-05,,,0.000269,9.3e-05,0.000176,,,,,2,2,120,120,0.001928,0.000643,0.000643,1,DoS,HTTP
1830184,1528088522.027966,e,tcp,192.168.100.148,51834,192.168.100.7,80,8,2103,RST,1528088529.484363,89,7.456397,0.018469,0.018295,,,0.036939,0.000175,0.036764,,,,,5,3,773,1330,0.938791,0.536452,0.268226,1,DoS,HTTP
1830185,1528088522.028312,e,tcp,192.168.100.148,51836,192.168.100.7,80,8,2079,RST,1528088529.484384,90,7.456072,0.018422,0.018254,,,0.036843,0.000167,0.036676,,,,,5,3,749,1330,0.938832,0.536476,0.268238,1,DoS,HTTP
